Id,Weekly_Sales
4_96_2013-05-03,43751.53260000004
4_96_2013-05-10,40514.78180000002
4_96_2013-05-17,42338.06410000005
4_96_2013-05-24,42450.441500000044
4_96_2013-05-31,40801.79520000001
4_96_2013-06-07,40735.499400000044
4_96_2013-06-14,41796.74820000002
4_96_2013-06-21,39297.78770000001
4_96_2013-06-28,41661.53460000004
4_96_2013-07-05,37948.468200000025
4_96_2013-07-12,38806.01020000004
4_96_2013-07-19,36886.06149999998
4_96_2013-07-26,34762.81040000006
4_97_2012-11-02,39228.288299999964
4_97_2012-11-09,40199.410900000024
4_97_2012-11-16,39293.772599999975
4_97_2012-11-23,34049.47880000004
4_97_2012-11-30,39819.93509999995
4_97_2012-12-07,37756.296199999975
4_97_2012-12-14,39132.54809999997
4_97_2012-12-21,39206.54589999997
4_97_2012-12-28,33270.32039999997
4_97_2013-01-04,40001.19029999997
4_97_2013-01-11,39961.07799999998
4_97_2013-01-18,39120.629700000005
4_97_2013-01-25,39248.82219999998
4_97_2013-02-01,39307.7693
4_97_2013-02-08,41491.937899999975
4_97_2013-02-15,39822.782400000004
4_97_2013-02-22,40035.924000000006
4_97_2013-03-01,39101.64019999998
4_97_2013-03-08,40657.43699999997
4_97_2013-03-15,39363.309599999986
4_97_2013-03-22,39653.786400000005
4_97_2013-03-29,39545.39829999997
4_97_2013-04-05,39834.210600000006
4_97_2013-04-12,41248.92989999996
4_97_2013-04-19,39312.71119999999
4_97_2013-04-26,38225.9079
4_97_2013-05-03,42427.31979999997
4_97_2013-05-10,41191.51729999997
4_97_2013-05-17,41791.37349999996
4_97_2013-05-24,40373.07340000002
4_97_2013-05-31,38834.04060000003
4_97_2013-06-07,40544.489600000015
4_97_2013-06-14,41002.27749999995
4_97_2013-06-21,40433.16549999998
4_97_2013-06-28,42672.891900000024
4_97_2013-07-05,40297.26179999998
4_97_2013-07-12,38753.01090000004
4_97_2013-07-19,39291.51360000006
4_97_2013-07-26,39656.74109999999
4_98_2012-11-02,14935.63830000001
4_98_2012-11-09,14695.3325
4_98_2012-11-16,16672.976400000007
4_98_2012-11-23,22596.575300000022
4_98_2012-11-30,17284.02760000001
4_98_2012-12-07,16384.346400000006
4_98_2012-12-14,21238.52520000001
4_98_2012-12-21,22313.1482
4_98_2012-12-28,13222.646400000012
4_98_2013-01-04,13270.231200000002
4_98_2013-01-11,13528.103500000008
4_98_2013-01-18,13254.561300000003
4_98_2013-01-25,14593.881200000014
4_98_2013-02-01,13870.215700000012
4_98_2013-02-08,20633.102099999996
4_98_2013-02-15,16362.455800000003
4_98_2013-02-22,16525.3123
4_98_2013-03-01,13598.324900000012
4_98_2013-03-08,14612.329300000014
4_98_2013-03-15,14483.835500000005
4_98_2013-03-22,13844.543700000015
4_98_2013-03-29,14205.939700000004
4_98_2013-04-05,14117.377499999986
4_98_2013-04-12,14794.014099999997
4_98_2013-04-19,14658.292699999984
4_98_2013-04-26,13538.799399999978
4_98_2013-05-03,15573.683799999997
4_98_2013-05-10,14959.841299999996
4_98_2013-05-17,15770.75230000001
4_98_2013-05-24,14536.9958
4_98_2013-05-31,13757.702599999997
4_98_2013-06-07,14170.675400000002
4_98_2013-06-14,13693.042899999999
4_98_2013-06-21,13044.554199999999
4_98_2013-06-28,14229.300600000011
4_98_2013-07-05,13492.867700000004
4_98_2013-07-12,13661.3915
4_98_2013-07-19,13238.307799999986
4_98_2013-07-26,12956.284700000018
4_99_2012-11-02,1334.3015000000003
4_99_2012-11-09,398.186
4_99_2012-11-23,3821.0903000000003
4_99_2012-11-30,2065.6744
4_99_2012-12-07,1209.9106
4_99_2012-12-14,4216.66
4_99_2012-12-21,2594.42
4_99_2012-12-28,723.27
4_99_2013-01-04,610.6297000000002
4_99_2013-01-11,564.2543000000001
4_99_2013-02-01,260.0992999999999
4_99_2013-02-08,1138.4216999999996
4_99_2013-02-15,842.4701999999999
4_99_2013-03-29,177.842
4_99_2013-04-05,261.7228000000001
4_99_2013-04-12,108.48740000000002
4_99_2013-04-19,62.3663
4_99_2013-04-26,85.9627
4_99_2013-05-03,397.55089999999996
4_99_2013-05-10,197.39939999999999
4_99_2013-05-17,125.6857
4_99_2013-05-24,114.77689999999996
4_99_2013-05-31,69.57060000000003
4_99_2013-06-07,176.0528
4_99_2013-06-14,144.89279999999997
4_99_2013-07-05,44.139900000000004
4_99_2013-07-19,23.412599999999983
4_99_2013-07-26,17.566799999999986
5_1_2012-11-02,10252.7845
5_1_2012-11-09,9122.118000000008
5_1_2012-11-16,12135.635299999993
5_1_2012-11-23,9389.790600000002
5_1_2012-11-30,12855.471699999987
5_1_2012-12-07,12708.223300000003
5_1_2012-12-14,13356.175500000005
5_1_2012-12-21,14127.943599999999
5_1_2012-12-28,10386.765899999988
5_1_2013-01-04,8892.575900000007
5_1_2013-01-11,8973.53790000001
5_1_2013-01-18,9222.057800000008
5_1_2013-01-25,9861.9437
5_1_2013-02-01,11345.093900000003
5_1_2013-02-08,11421.985399999996
5_1_2013-02-15,11496.796800000004
5_1_2013-02-22,11303.588100000003
5_1_2013-03-01,10358.770299999998
5_1_2013-03-08,12036.258600000001
5_1_2013-03-15,9656.715199999995
5_1_2013-03-22,11567.115
5_1_2013-03-29,10290.165500000005
5_1_2013-04-05,12581.74
5_1_2013-04-12,12937.345299999997
5_1_2013-04-19,9921.6441
5_1_2013-04-26,10065.800200000001
5_1_2013-05-03,12116.316799999993
5_1_2013-05-10,11558.378599999991
5_1_2013-05-17,13294.091199999984
5_1_2013-05-24,10751.14839999999
5_1_2013-05-31,9859.666799999992
5_1_2013-06-07,14767.2824
5_1_2013-06-14,9627.691899999994
5_1_2013-06-21,10203.952799999986
5_1_2013-06-28,9952.653099999985
5_1_2013-07-05,10868.897399999998
5_1_2013-07-12,9871.198800000002
5_1_2013-07-19,9973.185399999997
5_1_2013-07-26,8718.286600000007
5_2_2012-11-02,12473.080299999994
5_2_2012-11-09,12188.296999999999
5_2_2012-11-16,12637.1184
5_2_2012-11-23,12224.075399999996
5_2_2012-11-30,12497.740599999994
5_2_2012-12-07,13727.092300000008
5_2_2012-12-14,13641.969800000006
5_2_2012-12-21,14281.399799999997
5_2_2012-12-28,12837.64269999999
5_2_2013-01-04,11471.478799999992
5_2_2013-01-11,11958.870700000001
5_2_2013-01-18,12154.677699999993
5_2_2013-01-25,12083.967300000002
5_2_2013-02-01,13517.551999999994
5_2_2013-02-08,13590.361400000003
5_2_2013-02-15,12890.272100000002
5_2_2013-02-22,12517.254899999993
5_2_2013-03-01,12669.942199999996
5_2_2013-03-08,12993.4496
5_2_2013-03-15,12663.87489999999
5_2_2013-03-22,12195.175799999999
5_2_2013-03-29,12336.661299999996
5_2_2013-04-05,12621.096099999992
5_2_2013-04-12,12277.20449999999
5_2_2013-04-19,12136.04710000001
5_2_2013-04-26,12751.382199999991
5_2_2013-05-03,12936.08209999999
5_2_2013-05-10,12827.05389999999
5_2_2013-05-17,12330.216199999997
5_2_2013-05-24,12569.766599999988
5_2_2013-05-31,12144.849799999995
5_2_2013-06-07,13215.542299999996
5_2_2013-06-14,12669.80929999999
5_2_2013-06-21,12875.7892
5_2_2013-06-28,12297.087499999987
5_2_2013-07-05,12864.029799999991
5_2_2013-07-12,12768.719399999985
5_2_2013-07-19,12300.5613
5_2_2013-07-26,12297.084499999995
5_3_2012-11-02,3457.5092999999965
5_3_2012-11-09,3519.2947999999947
5_3_2012-11-16,3405.1730999999995
5_3_2012-11-23,3493.469299999997
5_3_2012-11-30,3347.173000000001
5_3_2012-12-07,4018.095400000001
5_3_2012-12-14,4037.110100000006
5_3_2012-12-21,4411.151799999998
5_3_2012-12-28,3041.3965999999955
5_3_2013-01-04,4353.9971000000005
5_3_2013-01-11,4371.205100000006
5_3_2013-01-18,4291.491100000004
5_3_2013-01-25,3891.7054000000003
5_3_2013-02-01,3503.6345999999994
5_3_2013-02-08,3757.5937999999987
5_3_2013-02-15,3642.4948999999983
5_3_2013-02-22,3312.7058000000015
5_3_2013-03-01,3509.503600000003
5_3_2013-03-08,3318.492399999999
5_3_2013-03-15,3116.878200000003
5_3_2013-03-22,2998.6436000000012
5_3_2013-03-29,3268.504699999999
5_3_2013-04-05,3485.363499999995
5_3_2013-04-12,3178.9153999999967
5_3_2013-04-19,3053.201699999999
5_3_2013-04-26,3558.258299999995
5_3_2013-05-03,3225.3181999999997
5_3_2013-05-10,3316.6808999999976
5_3_2013-05-17,2934.634700000001
5_3_2013-05-24,3168.1460999999986
5_3_2013-05-31,3170.2455
5_3_2013-06-07,3116.8727000000017
5_3_2013-06-14,2811.4262000000003
5_3_2013-06-21,2672.4331999999995
5_3_2013-06-28,2603.8049000000024
5_3_2013-07-05,4104.340399999997
5_3_2013-07-12,3210.906000000004
5_3_2013-07-19,2845.1539999999995
5_3_2013-07-26,3186.944200000005
5_4_2012-11-02,9788.31950000001
5_4_2012-11-09,9408.029200000015
5_4_2012-11-16,9918.567200000005
5_4_2012-11-23,10985.797099999994
5_4_2012-11-30,9949.4617
5_4_2012-12-07,10516.43930000001
5_4_2012-12-14,10462.716000000002
5_4_2012-12-21,11019.3951
5_4_2012-12-28,10874.909800000009
5_4_2013-01-04,10861.7599
5_4_2013-01-11,10451.767600000005
5_4_2013-01-18,9662.12020000001
5_4_2013-01-25,9676.993999999993
5_4_2013-02-01,10099.980199999998
5_4_2013-02-08,10300.803299999994
5_4_2013-02-15,9931.9935
5_4_2013-02-22,9679.216100000003
5_4_2013-03-01,9775.669300000003
5_4_2013-03-08,9927.431999999993
5_4_2013-03-15,9518.185199999996
5_4_2013-03-22,9424.533800000003
5_4_2013-03-29,9524.871100000002
5_4_2013-04-05,9574.05079999999
5_4_2013-04-12,9899.831199999993
5_4_2013-04-19,9637.95869999999
5_4_2013-04-26,9770.033599999988
5_4_2013-05-03,9923.191600000004
5_4_2013-05-10,9920.959400000014
5_4_2013-05-17,9528.064599999989
5_4_2013-05-24,9485.408199999987
5_4_2013-05-31,9540.579499999985
5_4_2013-06-07,10738.00399999999
5_4_2013-06-14,9742.447900000006
5_4_2013-06-21,10275.655500000004
5_4_2013-06-28,9495.64509999999
5_4_2013-07-05,10308.182999999994
5_4_2013-07-12,9975.803699999993
5_4_2013-07-19,10149.381399999995
5_4_2013-07-26,9126.364100000004
5_5_2012-11-02,7842.780099999992
5_5_2012-11-09,7938.837699999995
5_5_2012-11-16,7985.2841999999955
5_5_2012-11-23,27350.414399999987
5_5_2012-11-30,8203.2563
5_5_2012-12-07,13384.276500000005
5_5_2012-12-14,12462.017300000005
5_5_2012-12-21,17261.33269999999
5_5_2012-12-28,9544.153099999985
5_5_2013-01-04,5496.006799999995
5_5_2013-01-11,5273.608899999997
5_5_2013-01-18,5784.977900000001
5_5_2013-01-25,5695.111099999998
5_5_2013-02-01,7087.888399999996
5_5_2013-02-08,9925.5198
5_5_2013-02-15,7555.8757
5_5_2013-02-22,7523.651199999996
5_5_2013-03-01,6284.295699999997
5_5_2013-03-08,8209.096699999996
5_5_2013-03-15,7083.859999999995
5_5_2013-03-22,6254.665200000001
5_5_2013-03-29,8198.665899999995
5_5_2013-04-05,6428.326799999999
5_5_2013-04-12,6996.515
5_5_2013-04-19,6354.9487000000045
5_5_2013-04-26,6185.2222
5_5_2013-05-03,6458.5517
5_5_2013-05-10,5809.375399999999
5_5_2013-05-17,5607.2796000000035
5_5_2013-05-24,5183.759799999997
5_5_2013-05-31,4806.368699999997
5_5_2013-06-07,8063.317799999989
5_5_2013-06-14,6886.651699999992
5_5_2013-06-21,6185.4106999999985
5_5_2013-06-28,6996.774500000008
5_5_2013-07-05,6560.279399999996
5_5_2013-07-12,6902.775899999994
5_5_2013-07-19,6049.437899999995
5_5_2013-07-26,5022.648400000004
5_6_2012-11-02,548.3383999999998
5_6_2012-11-09,412.8710999999996
5_6_2012-11-16,467.3353999999996
5_6_2012-11-23,8711.204300000014
5_6_2012-11-30,525.6242999999996
5_6_2012-12-07,1890.406399999999
5_6_2012-12-14,2165.8242999999966
5_6_2012-12-21,3536.617099999999
5_6_2012-12-28,2679.4235999999974
5_6_2013-01-04,530.1984999999996
5_6_2013-01-11,429.1576999999997
5_6_2013-01-18,480.67150000000004
5_6_2013-01-25,663.4273000000003
5_6_2013-02-01,922.7879
5_6_2013-02-08,1739.313000000001
5_6_2013-02-15,719.4172000000004
5_6_2013-02-22,777.1445
5_6_2013-03-01,743.6798999999996
5_6_2013-03-08,834.5657000000001
5_6_2013-03-15,895.8326000000004
5_6_2013-03-22,821.2184000000002
5_6_2013-03-29,832.5385999999999
5_6_2013-04-05,814.7769000000004
5_6_2013-04-12,740.0501000000008
5_6_2013-04-19,922.4708000000005
5_6_2013-04-26,955.0705999999996
5_6_2013-05-03,897.8456000000002
5_6_2013-05-10,681.0864000000005
5_6_2013-05-17,720.9672999999999
5_6_2013-05-24,882.7950000000002
5_6_2013-05-31,951.9270999999998
5_6_2013-06-07,883.9360999999999
5_6_2013-06-14,882.0791999999998
5_6_2013-06-21,812.3497999999998
5_6_2013-06-28,676.5858999999999
5_6_2013-07-05,899.7807000000009
5_6_2013-07-12,694.4096999999995
5_6_2013-07-19,688.824
5_6_2013-07-26,1035.1417999999987
5_7_2012-11-02,6104.402000000002
5_7_2012-11-09,6268.887700000003
5_7_2012-11-16,5984.707500000002
5_7_2012-11-23,22754.40789999999
5_7_2012-11-30,5999.927800000001
5_7_2012-12-07,20770.269800000016
5_7_2012-12-14,15125.538199999986
5_7_2012-12-21,25519.134200000033
5_7_2012-12-28,12287.865399999995
5_7_2013-01-04,3662.2047000000016
5_7_2013-01-11,3557.2815000000037
5_7_2013-01-18,3814.8533999999995
5_7_2013-01-25,4254.765899999995
5_7_2013-02-01,5078.496499999998
5_7_2013-02-08,6405.89039999999
5_7_2013-02-15,4642.479300000001
5_7_2013-02-22,4860.5433
5_7_2013-03-01,4178.341400000002
5_7_2013-03-08,4774.0603
5_7_2013-03-15,4545.675900000002
5_7_2013-03-22,4935.264600000004
5_7_2013-03-29,4713.459399999998
5_7_2013-04-05,6429.122500000006
5_7_2013-04-12,6490.425100000005
5_7_2013-04-19,5180.679499999998
5_7_2013-04-26,5334.179400000007
5_7_2013-05-03,6288.364800000003
5_7_2013-05-10,5730.919500000003
5_7_2013-05-17,6732.921600000006
5_7_2013-05-24,5465.627200000004
5_7_2013-05-31,5201.687900000002
5_7_2013-06-07,9014.069600000004
5_7_2013-06-14,7138.569999999999
5_7_2013-06-21,7966.486100000002
5_7_2013-06-28,6427.187000000002
5_7_2013-07-05,6281.476000000001
5_7_2013-07-12,6400.0880000000025
5_7_2013-07-19,6435.174900000008
5_7_2013-07-26,6540.182999999994
5_8_2012-11-02,14240.853299999995
5_8_2012-11-09,13489.56729999999
5_8_2012-11-16,14249.47359999999
5_8_2012-11-23,13341.558299999997
5_8_2012-11-30,13996.563099999988
5_8_2012-12-07,14736.193099999997
5_8_2012-12-14,14899.576100000011
5_8_2012-12-21,15202.098699999982
5_8_2012-12-28,12923.736099999996
5_8_2013-01-04,13449.956499999998
5_8_2013-01-11,13177.875199999993
5_8_2013-01-18,13772.257100000013
5_8_2013-01-25,13203.087399999995
5_8_2013-02-01,14295.8284
5_8_2013-02-08,13843.322599999998
5_8_2013-02-15,14278.582800000015
5_8_2013-02-22,13676.741700000002
5_8_2013-03-01,14020.473400000006
5_8_2013-03-08,14474.678800000018
5_8_2013-03-15,14292.959200000001
5_8_2013-03-22,14371.605999999994
5_8_2013-03-29,13710.335900000007
5_8_2013-04-05,14122.68160000001
5_8_2013-04-12,14361.304800000018
5_8_2013-04-19,14135.978099999991
5_8_2013-04-26,13653.888600000013
5_8_2013-05-03,14376.947500000011
5_8_2013-05-10,14106.334200000008
5_8_2013-05-17,14527.756800000021
5_8_2013-05-24,13655.161200000004
5_8_2013-05-31,13329.5422
5_8_2013-06-07,14243.548200000008
5_8_2013-06-14,13184.626700000015
5_8_2013-06-21,14408.745300000002
5_8_2013-06-28,13932.613000000018
5_8_2013-07-05,13302.4485
5_8_2013-07-12,14233.55440000002
5_8_2013-07-19,13757.221300000016
5_8_2013-07-26,13110.317199999992
5_9_2012-11-02,9853.825200000003
5_9_2012-11-09,8011.729100000004
5_9_2012-11-16,10083.468399999989
5_9_2012-11-23,13341.058500000001
5_9_2012-11-30,10239.05199999999
5_9_2012-12-07,8136.635999999994
5_9_2012-12-14,7485.256899999996
5_9_2012-12-21,9787.799500000001
5_9_2012-12-28,8010.717199999997
5_9_2013-01-04,4615.507899999998
5_9_2013-01-11,4420.220399999995
5_9_2013-01-18,4534.578700000001
5_9_2013-01-25,5853.723400000005
5_9_2013-02-01,6095.220400000005
5_9_2013-02-08,6939.154500000008
5_9_2013-02-15,5824.317300000004
5_9_2013-02-22,6279.285900000006
5_9_2013-03-01,7810.914400000009
5_9_2013-03-08,8351.906200000007
5_9_2013-03-15,9244.275500000012
5_9_2013-03-22,10567.872200000005
5_9_2013-03-29,8609.378700000012
5_9_2013-04-05,9286.830100000005
5_9_2013-04-12,10378.712899999995
5_9_2013-04-19,9050.831199999997
5_9_2013-04-26,8752.727100000004
5_9_2013-05-03,10059.654700000006
5_9_2013-05-10,9551.7289
5_9_2013-05-17,9711.556699999997
5_9_2013-05-24,10056.098799999996
5_9_2013-05-31,9361.068499999992
5_9_2013-06-07,10253.697999999999
5_9_2013-06-14,9555.821000000002
5_9_2013-06-21,10135.491699999995
5_9_2013-06-28,9995.691000000004
5_9_2013-07-05,8826.2713
5_9_2013-07-12,9462.165499999992
5_9_2013-07-19,9155.533599999993
5_9_2013-07-26,7985.737399999992
5_10_2012-11-02,8354.800299999992
5_10_2012-11-09,7769.140899999991
5_10_2012-11-16,9266.76609999999
5_10_2012-11-23,9792.71249999999
5_10_2012-11-30,9277.086399999991
5_10_2012-12-07,9370.125999999998
5_10_2012-12-14,9155.312299999998
5_10_2012-12-21,9543.455799999994
5_10_2012-12-28,9150.276400000006
5_10_2013-01-04,8348.424299999995
5_10_2013-01-11,8038.069000000001
5_10_2013-01-18,8534.158400000008
5_10_2013-01-25,8916.868299999995
5_10_2013-02-01,10092.554899999994
5_10_2013-02-08,10451.742599999994
5_10_2013-02-15,9639.9049
5_10_2013-02-22,9952.430599999994
5_10_2013-03-01,10690.870900000013
5_10_2013-03-08,11027.9922
5_10_2013-03-15,10891.504500000012
5_10_2013-03-22,10972.42530000001
5_10_2013-03-29,10178.7738
5_10_2013-04-05,10590.581499999998
5_10_2013-04-12,10683.999500000007
5_10_2013-04-19,10847.273999999998
5_10_2013-04-26,10230.118099999994
5_10_2013-05-03,10945.463000000007
5_10_2013-05-10,10681.773400000007
5_10_2013-05-17,10980.57340000001
5_10_2013-05-24,10795.43540000001
5_10_2013-05-31,10743.146800000004
5_10_2013-06-07,11507.259900000006
5_10_2013-06-14,10827.209699999998
5_10_2013-06-21,10935.960400000013
5_10_2013-06-28,10886.941900000007
5_10_2013-07-05,11291.3689
5_10_2013-07-12,10409.108900000003
5_10_2013-07-19,10714.447500000002
5_10_2013-07-26,10793.62109999999
5_11_2012-11-02,7711.860799999996
5_11_2012-11-09,7034.867099999995
5_11_2012-11-16,7659.072999999999
5_11_2012-11-23,8664.184500000008
5_11_2012-11-30,7814.015799999999
5_11_2012-12-07,8683.992699999995
5_11_2012-12-14,9715.126299999996
5_11_2012-12-21,8213.043099999995
5_11_2012-12-28,10076.54429999999
5_11_2013-01-04,7410.931199999997
5_11_2013-01-11,7385.736299999995
5_11_2013-01-18,7050.207399999993
5_11_2013-01-25,6411.065300000009
5_11_2013-02-01,6459.512300000003
5_11_2013-02-08,6951.758800000005
5_11_2013-02-15,6711.499500000006
5_11_2013-02-22,6561.460600000004
5_11_2013-03-01,6758.883200000002
5_11_2013-03-08,6592.677299999999
5_11_2013-03-15,6508.413599999999
5_11_2013-03-22,6971.540199999996
5_11_2013-03-29,6578.3261
5_11_2013-04-05,6754.978200000001
5_11_2013-04-12,6773.221299999999
5_11_2013-04-19,6912.162099999999
5_11_2013-04-26,6672.854800000004
5_11_2013-05-03,7728.451799999997
5_11_2013-05-10,6892.720499999999
5_11_2013-05-17,7931.357899999998
5_11_2013-05-24,7604.389299999992
5_11_2013-05-31,7602.518399999989
5_11_2013-06-07,10372.520700000008
5_11_2013-06-14,8180.670800000016
5_11_2013-06-21,9880.671099999985
5_11_2013-06-28,11163.51709999999
5_11_2013-07-05,8221.6426
5_11_2013-07-12,9519.898099999984
5_11_2013-07-19,8875.617500000017
5_11_2013-07-26,7770.005399999983
5_12_2012-11-02,2570.117199999999
5_12_2012-11-09,2827.2455999999984
5_12_2012-11-16,2362.9989000000023
5_12_2012-11-23,2435.562099999999
5_12_2012-11-30,2278.796600000003
5_12_2012-12-07,2364.7705000000024
5_12_2012-12-14,2157.7851000000023
5_12_2012-12-21,2184.1781
5_12_2012-12-28,1946.5933000000016
5_12_2013-01-04,1823.8326000000002
5_12_2013-01-11,1949.3018999999997
5_12_2013-01-18,1865.5929000000003
5_12_2013-01-25,2177.0344
5_12_2013-02-01,2114.3293000000003
5_12_2013-02-08,2230.7040999999986
5_12_2013-02-15,2130.994999999997
5_12_2013-02-22,2163.4315999999985
5_12_2013-03-01,2480.4045999999994
5_12_2013-03-08,2465.483399999999
5_12_2013-03-15,2585.0139999999988
5_12_2013-03-22,2839.532599999999
5_12_2013-03-29,2410.8834999999985
5_12_2013-04-05,2620.4765000000007
5_12_2013-04-12,2784.3727999999987
5_12_2013-04-19,2821.8205999999977
5_12_2013-04-26,2409.179100000002
5_12_2013-05-03,2921.6582
5_12_2013-05-10,2785.5728000000004
5_12_2013-05-17,2866.9044999999987
5_12_2013-05-24,2818.496399999998
5_12_2013-05-31,2795.249
5_12_2013-06-07,3017.296500000003
5_12_2013-06-14,2763.353999999999
5_12_2013-06-21,2850.4113
5_12_2013-06-28,2835.738499999999
5_12_2013-07-05,2784.4019
5_12_2013-07-12,2786.241299999998
5_12_2013-07-19,2684.7535
5_12_2013-07-26,2501.5949
5_13_2012-11-02,11330.952300000003
5_13_2012-11-09,11062.416600000002
5_13_2012-11-16,11550.714799999994
5_13_2012-11-23,10899.3794
5_13_2012-11-30,11511.531699999994
5_13_2012-12-07,10859.057299999993
5_13_2012-12-14,10586.559100000006
5_13_2012-12-21,11150.695799999998
5_13_2012-12-28,11005.676300000003
5_13_2013-01-04,10606.373299999994
5_13_2013-01-11,11032.087
5_13_2013-01-18,10839.3459
5_13_2013-01-25,10845.413399999994
5_13_2013-02-01,11823.85440000001
5_13_2013-02-08,12093.927899999999
5_13_2013-02-15,11700.172499999997
5_13_2013-02-22,11183.663799999997
5_13_2013-03-01,11730.688600000003
5_13_2013-03-08,11810.832500000002
5_13_2013-03-15,11371.633400000002
5_13_2013-03-22,11394.788600000003
5_13_2013-03-29,11059.920999999995
5_13_2013-04-05,11523.251600000003
5_13_2013-04-12,11156.249600000005
5_13_2013-04-19,11183.246099999991
5_13_2013-04-26,11392.433399999989
5_13_2013-05-03,11785.320800000003
5_13_2013-05-10,11470.9865
5_13_2013-05-17,11399.703400000004
5_13_2013-05-24,11437.3557
5_13_2013-05-31,11243.259000000002
5_13_2013-06-07,12368.065900000014
5_13_2013-06-14,11384.635099999989
5_13_2013-06-21,11845.304499999995
5_13_2013-06-28,11347.488899999998
5_13_2013-07-05,12034.787700000008
5_13_2013-07-12,11707.483000000006
5_13_2013-07-19,12097.350400000007
5_13_2013-07-26,10963.952200000009
5_14_2012-11-02,3408.1923000000015
5_14_2012-11-09,3776.0093000000024
5_14_2012-11-16,3512.558900000003
5_14_2012-11-23,12765.2369
5_14_2012-11-30,3681.858600000003
5_14_2012-12-07,6076.860500000004
5_14_2012-12-14,6567.880000000001
5_14_2012-12-21,8829.195500000003
5_14_2012-12-28,4912.014900000001
5_14_2013-01-04,3167.0725999999977
5_14_2013-01-11,3227.449499999998
5_14_2013-01-18,3293.5121999999974
5_14_2013-01-25,3378.0996999999998
5_14_2013-02-01,3492.473000000001
5_14_2013-02-08,5345.054500000002
5_14_2013-02-15,3736.486299999998
5_14_2013-02-22,3615.7319
5_14_2013-03-01,3708.922500000001
5_14_2013-03-08,3401.1538
5_14_2013-03-15,3796.9244
5_14_2013-03-22,3424.5954
5_14_2013-03-29,3288.710800000002
5_14_2013-04-05,3021.122700000001
5_14_2013-04-12,3083.8412000000008
5_14_2013-04-19,3356.5713999999966
5_14_2013-04-26,3001.9678999999996
5_14_2013-05-03,3521.006100000001
5_14_2013-05-10,3573.5143000000007
5_14_2013-05-17,3411.4924000000046
5_14_2013-05-24,3266.5008999999945
5_14_2013-05-31,3283.099499999995
5_14_2013-06-07,3676.7527000000027
5_14_2013-06-14,2599.4007999999976
5_14_2013-06-21,3251.737799999999
5_14_2013-06-28,2960.4293999999995
5_14_2013-07-05,3111.764199999999
5_14_2013-07-12,2927.704400000003
5_14_2013-07-19,3642.683700000001
5_14_2013-07-26,2956.0868000000046
5_16_2012-11-02,2586.5919999999965
5_16_2012-11-09,2637.138999999998
5_16_2012-11-16,3227.457400000001
5_16_2012-11-23,3883.491700000003
5_16_2012-11-30,3478.0880000000034
5_16_2012-12-07,2534.6293000000023
5_16_2012-12-14,2579.028300000002
5_16_2012-12-21,2421.324000000002
5_16_2012-12-28,2697.684500000003
5_16_2013-01-04,2812.646599999999
5_16_2013-01-11,2725.961299999997
5_16_2013-01-18,2734.9389999999967
5_16_2013-01-25,3827.373799999995
5_16_2013-02-01,6280.727600000005
5_16_2013-02-08,5611.507900000006
5_16_2013-02-15,6181.855100000006
5_16_2013-02-22,6364.566500000004
5_16_2013-03-01,10241.034300000012
5_16_2013-03-08,12777.544399999999
5_16_2013-03-15,12660.982800000003
5_16_2013-03-22,16497.147499999992
5_16_2013-03-29,12212.8986
5_16_2013-04-05,15237.09369999999
5_16_2013-04-12,16660.580699999995
5_16_2013-04-19,17830.413499999995
5_16_2013-04-26,14614.66629999998
5_16_2013-05-03,14944.394899999977
5_16_2013-05-10,14042.730699999984
5_16_2013-05-17,14856.762899999983
5_16_2013-05-24,14304.189700000006
5_16_2013-05-31,13987.334500000008
5_16_2013-06-07,15407.613899999982
5_16_2013-06-14,9709.700500000012
5_16_2013-06-21,13487.478900000002
5_16_2013-06-28,12027.219399999996
5_16_2013-07-05,9713.968399999989
5_16_2013-07-12,10920.074699999981
5_16_2013-07-19,10771.88540000001
5_16_2013-07-26,9500.466600000012
5_17_2012-11-02,2516.856699999997
5_17_2012-11-09,2516.0073999999995
5_17_2012-11-16,2611.8916999999988
5_17_2012-11-23,4225.2569999999905
5_17_2012-11-30,2645.497099999999
5_17_2012-12-07,3620.0961999999986
5_17_2012-12-14,3785.5576
5_17_2012-12-21,4187.900899999999
5_17_2012-12-28,4036.6878999999954
5_17_2013-01-04,2010.455900000001
5_17_2013-01-11,2185.8570999999993
5_17_2013-01-18,2267.465499999999
5_17_2013-01-25,2078.4919000000027
5_17_2013-02-01,2720.150899999997
5_17_2013-02-08,2865.5568
5_17_2013-02-15,2589.0323999999982
5_17_2013-02-22,2602.4477999999995
5_17_2013-03-01,2769.0488
5_17_2013-03-08,2552.0778999999984
5_17_2013-03-15,2719.566799999999
5_17_2013-03-22,2556.433699999997
5_17_2013-03-29,2412.819099999999
5_17_2013-04-05,2101.089199999999
5_17_2013-04-12,2026.8157000000015
5_17_2013-04-19,2320.940200000003
5_17_2013-04-26,1878.3580999999995
5_17_2013-05-03,2438.534199999999
5_17_2013-05-10,2283.8601999999987
5_17_2013-05-17,2424.3493999999987
5_17_2013-05-24,2354.976800000002
5_17_2013-05-31,2312.116800000001
5_17_2013-06-07,2397.9738999999977
5_17_2013-06-14,1804.4203
5_17_2013-06-21,2242.052299999996
5_17_2013-06-28,2112.2752
5_17_2013-07-05,1951.7110000000011
